rating_agency_name,issuer_name,legal_entity_identifier,rating,rating_action_date
Standard & Poor's Ratings Services,Cascades Inc.,FPD41G4F3GH7OJ38TS94,BB-,2021-07-05
Standard & Poor's Ratings Services,Nets Holdco 4 ApS,5493004DVX7E2HIJTK34,NR,2021-07-05
Standard & Poor's Ratings Services,CLISA-Compania Latinoamericana de Infraestructura & Servicios S.A.,5493003QU1KCTWKX5O74,raCCC-,2021-07-05
Standard & Poor's Ratings Services,Wheel Bidco Ltd,549300E5183CHEIBB049,B,2021-07-05
Standard & Poor's Ratings Services,Vivalto Sante Investissement SAS,969500LFM6S869DF2T62,B,2021-07-05
Standard & Poor's Ratings Services,Gaz Finance PLC,213800UNP9N6BPNYMQ45,BBB-,2021-07-05
Standard & Poor's Ratings Services,Nestle Holdings Inc.,549300EAEU8YV8MQXP30,AA-,2021-07-05
Standard & Poor's Ratings Services,Fresenius Finance Ireland Public Limited Company,549300GFSOR556BX2290,NR,2021-07-05
Standard & Poor's Ratings Services,Cascades USA Inc.,549300ZUGXWNX8ZO6380,BB-,2021-07-05
Standard & Poor's Ratings Services,Trimble Inc.,549300E2MI7NSZFQWS19,NR,2021-07-05
Standard & Poor's Ratings Services,Hongkong Land Finance (Cayman Islands) Co. Ltd.(The),254900OHTMO343QAXN81,A,2021-07-05
Standard & Poor's Ratings Services,Xiaomi Best Time International Limited,254900IGJCVEY8WNJT74,BBB-,2021-07-05
Standard & Poor's Ratings Services,China Modern Dairy Holdings Ltd.,549300TAELI2JXTKK009,BBB,2021-07-04
Standard & Poor's Ratings Services,STMicroelectronics N.V.,213800Z8NOHIKRI42W10,NR,2021-07-04
Standard & Poor's Ratings Services,"Zhejiang Expressway Co., Ltd.",213800X1ZRKM85U9H438,A,2021-07-04
Standard & Poor's Ratings Services,Grupo Aeroportuario del Pacifico S.A.B. de C.V.,4469000001BZ368XFI90,NR,2021-07-03
Standard & Poor's Ratings Services,Compass Minerals UK Limited,254900XZB3K5VYNAJX32,NR,2021-07-02
Standard & Poor's Ratings Services,Maryland Economic Development Corporation,549300JJ16DDBSZWSN94,NR,2021-07-02
Standard & Poor's Ratings Services,Affidea B.V.,549300CHLK7WULVZ1W61,B+,2021-07-02
Standard & Poor's Ratings Services,Unibail-Rodamco-Westfield SE,969500SHQITWXSIS7N89,NR,2021-07-02
Standard & Poor's Ratings Services,Compass Minerals International Inc.,2549008X9G8XP7YJGC47,NR,2021-07-02
Standard & Poor's Ratings Services,IHS Netherlands Holdco B.V.,5493006Z6YQYCCN2XI74,B,2021-07-01
Standard & Poor's Ratings Services,Triton Container International Ltd.,549300O4LZFLCX53XZ54,NR,2021-07-01
Standard & Poor's Ratings Services,Mohawk Capital Finance  S.A.,549300IXL8ST9Z2BTY31,BBB+,2021-07-01
Standard & Poor's Ratings Services,Black Hills Corp.,3MGELCRSTNSAMJ962671,A-2,2021-07-01
Standard & Poor's Ratings Services,MKS Instruments Inc.,549300KEQATBHAGVF505,BB+,2021-07-01
Standard & Poor's Ratings Services,Adevinta ASA,529900W8V3YLHRSZH763,BB-,2021-07-01
Standard & Poor's Ratings Services,Mohawk Industries Inc.,549300JI1115MG3Q6322,A-2,2021-07-01
Standard & Poor's Ratings Services,Repsol Europe Finance,222100TAWUOMRM7NNG09,BBB,2021-07-01
Standard & Poor's Ratings Services,Armorica Lux S.a r.l.,984500CDA495DT2DBE41,Bprelim,2021-07-01
Standard & Poor's Ratings Services,Mohawk Capital Luxembourg S.A.,549300Y3WL0IESTNIL20,A-2,2021-07-01
Standard & Poor's Ratings Services,Transurban Finance Co. Pty Ltd.,54930081LPJMUMEA6E57,BBB+,2021-06-30
Standard & Poor's Ratings Services,Transurban Queensland Finance Pty Ltd.,549300RSN9SFNT54IZ82,BBB,2021-06-30
Standard & Poor's Ratings Services,Six Flags Entertainment Corporation,549300JYTDUAA4JQ3717,CCC,2021-06-30
Standard & Poor's Ratings Services,"Pluto Acquisition I, Inc.",254900MOXD90LKQ6AY47,NR,2021-06-30
Standard & Poor's Ratings Services,Terminales Portuarios Euroandinos Paita S.A,529900IEMGGVGZKEMC64,BB+,2021-06-30
Standard & Poor's Ratings Services,Immofinanz AG,5299000DUMZ99SBBX121,BBB-,2021-06-30
Standard & Poor's Ratings Services,Baltimore Mayor & City Council,5493006QYFB72E0IOO54,CCC,2021-06-30
Standard & Poor's Ratings Services,Hyundai Assan Otomotiv Sanayi ve Ticaret A.S.,789000YZQRPU4RDKPA38,BBB+,2021-06-30
Standard & Poor's Ratings Services,EnergyAustralia Finance Pty Ltd.,2138007B22DXYDUWJY59,NR,2021-06-30
Standard & Poor's Ratings Services,SeaWorld Parks & Entertainment Inc.,549300UZV72O3371JJ53,B-,2021-06-30
Standard & Poor's Ratings Services,Magnum Management Corporation,549300WXKIIZD0LII428,CCC,2021-06-30
Standard & Poor's Ratings Services,Six Flags Theme Parks Inc.,5493003MX0ZXTM8EVY68,B,2021-06-30
Standard & Poor's Ratings Services,American Homes 4 Rent L.P.,549300N4PXZ37U8QKI55,BBB-,2021-06-30
Standard & Poor's Ratings Services,Sandvine Corp.,5493003DQZHTHZ1OJC50,CCC+,2021-06-30
Standard & Poor's Ratings Services,U.S. Anesthesia Partners Inc,549300J001GMNRO7SQ51,CCC+,2021-06-30
Standard & Poor's Ratings Services,SNAM SpA,8156002278562044AF79,NR,2021-06-30
Standard & Poor's Ratings Services,Altareit SCA,9695004OAPTHOKN99645,BBB-,2021-06-30
Standard & Poor's Ratings Services,"Oregon Clean Energy, LLC",549300F5O4JADXBZO874,B+,2021-06-30
Standard & Poor's Ratings Services,Victoria's Secret & Co.,5493006T3O70U3UWVF17,BB-,2021-06-30
Standard & Poor's Ratings Services,Altarea SCA,969500ICGCY1PD6OT783,BBB-,2021-06-30
Standard & Poor's Ratings Services,Serta Simmons Bedding LLC,549300M4F4V4WFPNI116,B-,2021-06-30
Standard & Poor's Ratings Services,Charter Next Generation Inc.,549300N7I63SB0QCTT48,B,2021-06-30
Standard & Poor's Ratings Services,Canada's Wonderland Company,5493006OF1S4LR5M1F75,CCC,2021-06-30
Standard & Poor's Ratings Services,Cedar Fair L.P.,549300TUVLNQQ6BVKH61,CCC,2021-06-30
Standard & Poor's Ratings Services,Southwest Gas Corp.,OQQR1IQTGBKH0UR88X59,A-,2021-06-29
Standard & Poor's Ratings Services,Mitsubishi Corp.,KVIPTY4PULAPGC1VVD26,A,2021-06-29
Standard & Poor's Ratings Services,Salesforce.com Inc.,RCGZFPDMRW58VJ54VR07,A+,2021-06-29
Standard & Poor's Ratings Services,Energy Ventures GoM LLC,549300ATK0W91EMR0E64,NR,2021-06-29
Standard & Poor's Ratings Services,VMED O2 UK Financing I plc,213800MRR46ECNGZ7L69,BB-,2021-06-29
Standard & Poor's Ratings Services,Hikma Finance USA LLC,213800BU7YH2WTM1QL87,BBB-,2021-06-29
Standard & Poor's Ratings Services,Volvo Treasury AB,549300PD69T87IGZG395,NR,2021-06-29
Standard & Poor's Ratings Services,Mitsubishi International Corp.,ODK4BXEBUFQMZUHQLM70,A-1,2021-06-29
Standard & Poor's Ratings Services,Virgin Media SFA Finance Ltd.,213800HHBSIDEKJOHR77,BB-,2021-06-29
Standard & Poor's Ratings Services,Everest Bidco SAS,969500LYRK1I91F5I417,B-,2021-06-29
Standard & Poor's Ratings Services,Flynn Canada Ltd.,549300S2BUAIEEC5DG02,B,2021-06-29
Standard & Poor's Ratings Services,China VAST Industrial Urban Development Company Limited,254900XG0TSM9VRKC598,NR,2021-06-29
Standard & Poor's Ratings Services,Virgin Media Vendor Financing Notes IV DAC,635400ZZNJSEA4CAJR23,B,2021-06-29
Standard & Poor's Ratings Services,Cegid Group SAS,969500P65RIUGCL3D981,BB-,2021-06-29
Standard & Poor's Ratings Services,MC Finance & Consulting Asia Pte. Ltd.,254900HT7INJAKMWYR26,A,2021-06-29
Standard & Poor's Ratings Services,Virgin Media Vendor Financing Notes III DAC,635400SSKC2QCGEPIQ43,B,2021-06-29
Standard & Poor's Ratings Services,VMED O2 UK Holdco 4 Ltd.,213800ZRKYXK2SHQOW75,BB-,2021-06-29
Standard & Poor's Ratings Services,Claudius Finance SARL,2221001BVBGKKRMMGO11,BB-,2021-06-29
Standard & Poor's Ratings Services,Circet Europe SAS,969500GH3D3KICWW8M40,BB-,2021-06-29
Standard & Poor's Ratings Services,Mitsubishi Corp. Finance PLC,213800OSGA6CJFZG6C32,A,2021-06-29
Standard & Poor's Ratings Services,Virgin Media Inc.,549300DTC49R9DSPJM82,BB-,2021-06-29
Standard & Poor's Ratings Services,Sumitomo Corp.,V82KK8NH1P0JS71FJC05,BBB+,2021-06-29
Standard & Poor's Ratings Services,Cellnex Telecom S.A.,5493008T4YG3AQUI7P67,BB+,2021-06-28
Standard & Poor's Ratings Services,Origin Energy Finance Ltd.,5493002W5C9Z753C7Q57,NR,2021-06-28
Standard & Poor's Ratings Services,Reliance Industries Ltd.,5493003UOETFYRONLG31,BBB+,2021-06-28
Standard & Poor's Ratings Services,LSFX Flavum Bidco S.A.,549300L70DML4782RW64,B,2021-06-28
Standard & Poor's Ratings Services,"Certara Holdco, Inc.",54930003ZTH13A4UGL46,B+,2021-06-28
Standard & Poor's Ratings Services,Chongqing Nan'an Urban Construction & Development (Group) Co. Ltd.,3003001P24CZSBGLB979,BBB,2021-06-28
Standard & Poor's Ratings Services,Elastic N.V.,2549003I48WHHH937I59,B+,2021-06-28
Standard & Poor's Ratings Services,"Cardtronics USA, Inc",5493005S7GV0Z1YT8050,NR,2021-06-28
Standard & Poor's Ratings Services,Cardtronics Inc.,YMFI60WPVOWROKG67Y03,NR,2021-06-28
Standard & Poor's Ratings Services,Ontex Group N.V.,549300AQESC6JJOPW253,BB-,2021-06-28
Standard & Poor's Ratings Services,DSV Finance B.V.,529900RTQQ0IIS4B3E03,A-,2021-06-28
Standard & Poor's Ratings Services,Cardtronics plc,549300Y550MRJSMQQY02,NR,2021-06-28
Standard & Poor's Ratings Services,Rubix Group Finco Ltd.,213800ENCGCXQFBAPG24,B-,2021-06-28
Standard & Poor's Ratings Services,First Student BidCo Inc.,2549006DRO2F06AA1391,B+,2021-06-28
Standard & Poor's Ratings Services,"Cellnex Finance Company, S.A.U.",549300OUROMFTRFA7T23,BB+,2021-06-28
Standard & Poor's Ratings Services,Recycle and Resource Operations Pty Ltd.,254900E6T4OGTUYN1W50,Bprelim,2021-06-28
Standard & Poor's Ratings Services,"Michael Kors (USA), Inc.",549300MIBZ1H6BCOET19,BBB-,2021-06-28
Standard & Poor's Ratings Services,CITIC Group Corp.,300300NIFA1100057377,BBB+,2021-06-28
Standard & Poor's Ratings Services,Aenova Holding GmbH,529900MPQ4WWJFDTB881,B-,2021-06-28
Standard & Poor's Ratings Services,First Transit Parent Inc.,254900JEIMV6G5O1PB08,B+,2021-06-28
Standard & Poor's Ratings Services,Everi Holdings Inc.,5299006DK5S7BG10K532,B,2021-06-28
Standard & Poor's Ratings Services,Bluestar Finance Holdings Limited,300300294ZKDSAV43I87,BBB,2021-06-27
Standard & Poor's Ratings Services,Bayer US Finance II LLC,529900XWNEXYNJ3X6T40,NR,2021-06-27
Standard & Poor's Ratings Services,Lightstone HoldCo LLC,549300VXK6UGDG7H3G98,B-,2021-06-25
Standard & Poor's Ratings Services,Anglian Water Services Financing PLC,213800DL377MH46PDY63,NR,2021-06-25
Standard & Poor's Ratings Services,Vena Energy Capital Pte. Ltd.,254900WSETM7TQMYGS40,BBB-,2021-06-25
Standard & Poor's Ratings Services,DWR Cymru (Financing) UK PLC,213800GDOFO2ED5PNC85,BBB,2021-06-25
Standard & Poor's Ratings Services,"AG Parent Holdings, LLC",254900SMW1N5M5DFDM56,CCC,2021-06-25
Standard & Poor's Ratings Services,PLT VII Finance S.a r.l.,894500SKZV4JDP64R249,B,2021-06-25
Standard & Poor's Ratings Services,Washington Prime Group L.P.,549300K4BNOIQ154O537,NR,2021-06-25
Standard & Poor's Ratings Services,Koninklijke FrieslandCna N.V.,724500CDWM1CHYS8AP31,A-2,2021-06-25
Standard & Poor's Ratings Services,CAPEX S.A.,529900C9G66T1U8FMX69,raBBB-,2021-06-25
Standard & Poor's Ratings Services,Empresa Distribuidora Y Comercializadora Norte S.A.,254900JU7TV6VS9GRW29,raCCC+,2021-06-25
Standard & Poor's Ratings Services,"Main Event Entertainment, Inc.",54930076NVPUZOSN7562,B-,2021-06-25
Standard & Poor's Ratings Services,"Certara USA, Inc.",549300LI8UBB8QGWZ814,NR,2021-06-25
Standard & Poor's Ratings Services,Rockwell Automation Inc.,VH3R4HHBHH12O0EXZJ88,A-1,2021-06-25
Standard & Poor's Ratings Services,Container Applications Limited,5493003ZTZNWHT2MOE46,BBB-,2021-06-25
Standard & Poor's Ratings Services,Titan Holdings II B.V.,549300XU72VK2GL31495,CCC+prelim,2021-06-25
Standard & Poor's Ratings Services,Veritas US Inc.,549300RFUWCPWS8FQ104,NR,2021-06-24
Standard & Poor's Ratings Services,POSCO Holdings Inc.,988400E5HRVX81AYLM04,BBB+,2021-06-24
Standard & Poor's Ratings Services,Emeco Pty Ltd.,549300487GWW3BZDSX84,B+,2021-06-24
Standard & Poor's Ratings Services,Veritas Bermuda Ltd.,549300NJNA2UO060TP49,NR,2021-06-24
Standard & Poor's Ratings Services,Springer Nature Deutschland GmbH,549300WM0X4AUT710770,B+,2021-06-24
Standard & Poor's Ratings Services,VTR Comunicaciones SpA,213800XDZJKMC1AEUV94,B+,2021-06-24
Standard & Poor's Ratings Services,Groupe Bruxelles Lambert SA,549300KV0ZEHT2KVU152,A+,2021-06-24
Standard & Poor's Ratings Services,"LG Chem, Ltd.",988400IES4EIG7O06940,BBB+,2021-06-24
Standard & Poor's Ratings Services,Rubis Terminal Infra SAS,9695008ZRGYKYMV0NH30,B+,2021-06-24
Standard & Poor's Ratings Services,VTR Finance NV,213800F4XI4RJB82XM19,B,2021-06-24
Standard & Poor's Ratings Services,"Topps Company, Inc. (The)",549300IE0TGZ04X95V08,B,2021-06-24
Standard & Poor's Ratings Services,Novomatic AG,5299000ML1154IW9K192,NR,2021-06-24
Standard & Poor's Ratings Services,"MaxLinear, Inc.",549300EMOI0SM2IY4F64,NR,2021-06-24
Standard & Poor's Ratings Services,"Mirion Technologies, Inc.",549300EBD5JHM14L3R48,B,2021-06-24
Standard & Poor's Ratings Services,"18 Fremont Street Acquisition, LLC",5493000QK0X0K188BR60,B-,2021-06-24
Standard & Poor's Ratings Services,Gecina,9695003E4MMA10IBTR26,A-,2021-06-24
Standard & Poor's Ratings Services,Lundin Energy Finance BV,549300JSNI1KL271GM17,BBB-,2021-06-24
Standard & Poor's Ratings Services,Axiata SPV5 (Labuan) Limited,2549002DHJ9LDV9BRC77,BBB+,2021-06-23
Standard & Poor's Ratings Services,Link Finance (Cayman) 2009 Ltd. (The),254900J10LHB6JOSNR19,A,2021-06-23
Standard & Poor's Ratings Services,"Limetree Bay Terminals, LLC",54930012NCJXEQAWEI45,CCC-,2021-06-23
Standard & Poor's Ratings Services,Axiata SPV2 Berhad,254900P49KQFQ10AF282,BBB+,2021-06-23
Standard & Poor's Ratings Services,Fastighets AB Balder,549300GHKJCEZOAEUU82,BBB,2021-06-23
Standard & Poor's Ratings Services,Statkraft AS,529900TH4OAW7WYG1777,NR,2021-06-23
Standard & Poor's Ratings Services,Balder Finland Oyj,5493007P4MCJM21IB748,BBB,2021-06-23
Standard & Poor's Ratings Services,Vivo Energy Investments B.V.,724500P3OXMB2IERLM56,BB+,2021-06-23
Standard & Poor's Ratings Services,"Limetree Bay Financing, LLC",5493000Q2KQ8WDHZXU18,CCC-,2021-06-23
Standard & Poor's Ratings Services,Synlab Bondco PLC,5493007KBBOGQWJ10272,NRprelim,2021-06-23
Standard & Poor's Ratings Services,OCP S.A.,213800D26TAPVTCVWG40,BB+,2021-06-23
Standard & Poor's Ratings Services,Link 2019 CB Limited,2549000YKZX6JKWL1X31,A,2021-06-23
Standard & Poor's Ratings Services,Desarrollos Eolicos Mexicanos de Oaxaca 1 S.A.P.I. de C.V.,4469000001BCXKWYAC48,mxBBB+,2021-06-23
Standard & Poor's Ratings Services,Alaska Air Group Inc.,529900G48RT4KWLC6C27,BBB- (sf),2021-06-22
Standard & Poor's Ratings Services,Citycon Treasury B.V.,549300WAE0CGQ0IE1H63,BBB-,2021-06-22
Standard & Poor's Ratings Services,CTP N.V.,3157000YTVO4TN65UM14,BBB-,2021-06-22
Standard & Poor's Ratings Services,Sector Alarm Holding AS,549300YUOBFVB7TE8510,B+,2021-06-22
Standard & Poor's Ratings Services,NWEN Finance plc,549300JL8VMPH4ULX528,NR,2021-06-22
Standard & Poor's Ratings Services,Sandvik Treasury AB,5299001G94UPTI8C7N54,NR,2021-06-22
Standard & Poor's Ratings Services,Allnex S.A R.L.,222100T8F78QPBUBVQ97,B,2021-06-22
Standard & Poor's Ratings Services,Diocle SpA,98450058C8B4646FKE32,B+,2021-06-22
Standard & Poor's Ratings Services,Rain Carbon Gmbh,529900OO18PWCCZRYG63,BB,2021-06-22
Standard & Poor's Ratings Services,"Essential Properties, L.P.",254900XX9FNFCDE1NX02,BBB-,2021-06-22
Standard & Poor's Ratings Services,Shenzhen Expressway Company Limited,300300TWTZYZK4ZONP37,BBB,2021-06-22
Standard & Poor's Ratings Services,DEMIRE Deutsche Mittelstand Real Estate AG,391200FHEFGXUKL2BO93,NR,2021-06-22
Standard & Poor's Ratings Services,Duquesne Light Holdings Inc.,4CUJ1D8WDXK9X7QI6B93,BBB-,2021-06-22
Standard & Poor's Ratings Services,CEZ a.s.,529900S5R9YHJHYKKG94,NR,2021-06-22
Standard & Poor's Ratings Services,"AHP Health Partners, Inc.",549300QMM8MQ6SM5KX05,CCC+,2021-06-21
Standard & Poor's Ratings Services,TK Elevator Midco GmbH,254900K869UN2ZWVB351,B+,2021-06-21
Standard & Poor's Ratings Services,CNH Industrial Finance S.p.A.,L2KC90IV40R3Y0N9C517,NR,2021-06-21
Standard & Poor's Ratings Services,Georgia Capital JSC,635400HBJKZLGSAEJX13,B,2021-06-21
Standard & Poor's Ratings Services,AGI Finance Pty Ltd.,21380065BDG1SP7D5854,BBB+,2021-06-21
Standard & Poor's Ratings Services,"LBM Acquisition, LLC",549300FAEB3VWZL4NI86,CCC,2021-06-21
Standard & Poor's Ratings Services,Consolidated Energy Finance S.A.,549300PUNIS0USNSL750,B+,2021-06-21
Standard & Poor's Ratings Services,Fortune Star (BVI) Limited,2549008CU8NYQQRSNU62,BB,2021-06-21
Standard & Poor's Ratings Services,CK Property Finance (MTN) Ltd.,254900ESTS3Z50QX6978,A,2021-06-21
Standard & Poor's Ratings Services,"TK Elevator U.S. Newco, Inc.",549300C2AFWPAYWS5574,B+,2021-06-21
Standard & Poor's Ratings Services,Platform Bidco,259400O9OX5WFOBC8C47,B,2021-06-21
Standard & Poor's Ratings Services,TK Elevator Holdco GmbH,2549008GCHWX9EEMIS56,CCC+,2021-06-21
Standard & Poor's Ratings Services,Callon Petroleum Co.,549300EFOWPEB0WLZW21,CCC+,2021-06-21
Standard & Poor's Ratings Services,Par Pharmaceutical Inc.,549300KK5WR4MGN4YT97,B,2021-06-21
Standard & Poor's Ratings Services,"Jinke Property Group Co., Ltd.",30030085B069LMR8O660,NR,2021-06-21
Standard & Poor's Ratings Services,CNH Industrial Finance North America Inc.,549300OTVU27HX56F524,NR,2021-06-21
Standard & Poor's Ratings Services,RENK GmbH,529900HM39FWFTL7XN26,B,2021-06-21
Standard & Poor's Ratings Services,Anadolu Efes Biracilik ve Malt Sanayii AS,7890006LGARYVIPOJX03,BBB-,2021-06-21
Standard & Poor's Ratings Services,Guala Closures S.p.A.,81560065108651154262,B+,2021-06-21
Standard & Poor's Ratings Services,Health and Happiness (H&H) International Holdings Limited,2138007WU5DJFZFDDV59,BB,2021-06-21
Standard & Poor's Ratings Services,CNH Industrial Finance Europe S.A.,5493007GVB1I2FDSS786,NR,2021-06-21
Standard & Poor's Ratings Services,Heathrow Funding Ltd.,7TI96JO3DYEIQWZ7Z726,BBB+,2021-06-21
Standard & Poor's Ratings Services,BCEG (Hong Kong) Company Limited,3003005SOPRBUDFEY106,BBB,2021-06-20
Standard & Poor's Ratings Services,Rolls-Royce PLC,X57JK1U580XATGR67572,NR,2021-06-19
Standard & Poor's Ratings Services,Mobilux Finance S.A.S.,9695002JF900PZD9TO50,B,2021-06-18
Standard & Poor's Ratings Services,Paprec Holding,969500ASAFSVN9KVC873,B+,2021-06-18
Standard & Poor's Ratings Services,At Home Group Inc.,549300LGPR0P05O30I24,CCC+,2021-06-18
Standard & Poor's Ratings Services,"Hejun Shunze Investment Co., Limited",2549003R8RQYIUTF0A45,CC,2021-06-18
Standard & Poor's Ratings Services,Claranet Group Ltd.,213800UV357CYV31AQ61,B,2021-06-18
Standard & Poor's Ratings Services,Universal Entertainment Corporation,353800BBJTHSMSQ31V91,CCC+,2021-06-18
Standard & Poor's Ratings Services,Kouti B.V.,549300X08HET1O4TQU96,Bprelim,2021-06-18
Standard & Poor's Ratings Services,Befesa S.A.,222100VXGA8L6J4ZWG61,BB+,2021-06-18
Standard & Poor's Ratings Services,Investment Energy Resources Limited,254900A71Y7WHN7L5K89,BB-,2021-06-18
Standard & Poor's Ratings Services,Constellation Automotive Ltd.,213800XQDK86MM9NB619,NR,2021-06-18
Standard & Poor's Ratings Services,ZF Bidco SAS,969500SQUKFRVADD6263,Bprelim,2021-06-18
Standard & Poor's Ratings Services,ZF Invest S.A.S,969500AEFV8YOHIJUO57,Bprelim,2021-06-18
Standard & Poor's Ratings Services,EEW Energy from Waste GmbH,529900YYYN57F8GSXH16,BBB,2021-06-18
Standard & Poor's Ratings Services,Claranet Finance Ltd,213800QQ1EHKVC5ATG85,B,2021-06-18
Standard & Poor's Ratings Services,Walsall Hospital Co. PLC (The),222100GCO2ZEXJ399164,BBB,2021-06-18
Standard & Poor's Ratings Services,Financiere Colisee SAS,969500TFQ3F7XCWKAZ64,NR,2021-06-17
Standard & Poor's Ratings Services,Heimstaden Bostad AB,549300TJR3PR8EXILG79,BB+,2021-06-17
Standard & Poor's Ratings Services,Mercer International Inc.,549300Z5IAG39VRTY874,NR,2021-06-17
Standard & Poor's Ratings Services,WCG Purchaser Corp,254900CEZYHAWVXDTS47,B,2021-06-17
Standard & Poor's Ratings Services,GC EOS Buyer Inc,254900PTY5ALGN8N1L56,B-,2021-06-17
Standard & Poor's Ratings Services,Sun Communities Operating L.P.,549300PUNBPJCGT6X741,BBB,2021-06-17
Standard & Poor's Ratings Services,"Aldevron, LLC",254900EZVEZ2H0CZ0E75,B,2021-06-17
Standard & Poor's Ratings Services,United Talent Agency LLC,549300KV6GJJDTHIOU76,B+,2021-06-17
Standard & Poor's Ratings Services,Colisee Group SAS,894500PKLVR1SGF5OU45,B-,2021-06-17
Standard & Poor's Ratings Services,"Unified Women's Healthcare, LP",254900BT45103S6LX125,B-,2021-06-17
Standard & Poor's Ratings Services,"Mister Car Wash Holdings, Inc.",549300BARUQU0U2GQE05,B-,2021-06-17
Standard & Poor's Ratings Services,VC GB Holdings I Corp.,549300K4B21TSY42LF51,B,2021-06-17
Standard & Poor's Ratings Services,Firstlight Holdco Inc.,213800NZ3NYANI524X07,B-,2021-06-17
Standard & Poor's Ratings Services,MetroNet Systems Holdings LLC,549300V3JVIFMP2JGN73,NR,2021-06-17
Standard & Poor's Ratings Services,ION Trading Technologies S.a.r.l,5493009ZVXOKZLQ6QJ12,NR,2021-06-17
Standard & Poor's Ratings Services,"Wyndham Hotels & Resorts, Inc.",549300FE3MQ4RVXXC673,B+,2021-06-17
Standard & Poor's Ratings Services,HSE Finance S.a.r.l.,894500G58U7EW07EK366,NRprelim,2021-06-16
Standard & Poor's Ratings Services,Algonquin Power & Utilities Corp.,549300K5VIUTJXQL7X75,BB+,2021-06-16
Standard & Poor's Ratings Services,Shortline PLC,213800HACLR54J8QCO54,CCC,2021-06-16
Standard & Poor's Ratings Services,"Tidal Power Holdings, LLC",254900LT5DQ9HS5S0129,BB-,2021-06-16
Standard & Poor's Ratings Services,"Electronics for Imaging, Inc.",549300PN42C4XYPSEV84,CCC,2021-06-16
Standard & Poor's Ratings Services,Element Solutions Inc.,549300FLGN6P5CU20J91,BB,2021-06-16
Standard & Poor's Ratings Services,Richmond UK Bidco Ltd.,213800T46ULFSS9OTP04,B-,2021-06-16
Standard & Poor's Ratings Services,Thermon Canada Inc.,549300WEJEDCBWNXBO17,B,2021-06-16
Standard & Poor's Ratings Services,"Colgate Energy Partners III, LLC",549300QRLZK0B17DH791,B,2021-06-16
Standard & Poor's Ratings Services,"Illumina, Inc.",SQ95QG8SR5Q56LSNF682,NR,2021-06-16
Standard & Poor's Ratings Services,Wesfarmers Ltd.,5493003L32ZX9557ST85,A-,2021-06-16
Standard & Poor's Ratings Services,Compagnie de Saint-Gobain,NFONVGN05Z0FMN5PEC35,NR,2021-06-16
Standard & Poor's Ratings Services,Thermon Holding Corp.,549300IU0CUM1UQT3H57,B,2021-06-16
Standard & Poor's Ratings Services,"Inmobiliaria Colonial, Socimi, S.A.",95980020140005007414,BBB+,2021-06-16
Standard & Poor's Ratings Services,Utah Acquisition Sub Inc.,254900JOFV74IJ7H9933,NR,2021-06-16
Standard & Poor's Ratings Services,EMC Corp.,KDMDXRWU7UTJ30FC8R59,NR,2021-06-16
Standard & Poor's Ratings Services,Lummus Technology Holdings V LLC,549300K1Y0YC1YC1H809,B-,2021-06-16
Standard & Poor's Ratings Services,Cedacri MergeCo SpA,213800Z5DANXME2K6X50,B,2021-06-15
Standard & Poor's Ratings Services,MillerKnoll Inc.,U98HXD3PNK7HYU2MU887,BBB-,2021-06-15
Standard & Poor's Ratings Services,Precisely Software Incorporated,549300OIJDT3E3PZRC97,NR,2021-06-15
Standard & Poor's Ratings Services,"Wilsonart, LLC",549300SAZRUMYKDJBY14,B+,2021-06-15
Standard & Poor's Ratings Services,Marcel Bidco LLC,254900A6AL2000BPNS82,BB-,2021-06-15
Standard & Poor's Ratings Services,American Homes 4 Rent,549300ZJUO7A58PNUW40,BB,2021-06-15
Standard & Poor's Ratings Services,Les Aliments Multibar Inc.,549300OV78VZYRCN5W53,CCC+,2021-06-15
Standard & Poor's Ratings Services,Punch Taverns Finance B Ltd.,FF1TYQ7D6D6BB9G1W173,NR,2021-06-15
Standard & Poor's Ratings Services,"Nellson Nutraceutical, LLC",549300BNWT9VE2M38175,CCC+,2021-06-15
Standard & Poor's Ratings Services,CSCEC Finance (Cayman) II Ltd.,875500KAF75J5845AA17,NR,2021-06-15
Standard & Poor's Ratings Services,Marcel BidCo GmbH,2138005L24MEKHQKLX11,BB-,2021-06-15
Standard & Poor's Ratings Services,SUSE S.A.,213800C9JTKV8DLW6403,BB-,2021-06-15
Standard & Poor's Ratings Services,Svenska Cellulosa Aktiebolaget SCA,549300FW5JDRV1IJ0M67,BBB-,2021-06-15
Standard & Poor's Ratings Services,JDE Peet's N.V.,724500EHG519SE5ZRT89,BBB-,2021-06-15
Standard & Poor's Ratings Services,TCCL (Finance) Limited,254900YCY08VYQTTRO14,BBB+,2021-06-15
Standard & Poor's Ratings Services,Consort Healthcare (Tameside) PLC,213800821N81624VZY38,BB+,2021-06-15
Standard & Poor's Ratings Services,Mitsubishi Estate Co. Ltd.,353800KOFMRGOXSJ5Z65,NR,2021-06-15
Standard & Poor's Ratings Services,"XPO Logistics, Inc.",54930096DB9LCLPN7H13,BB-,2021-06-15
Standard & Poor's Ratings Services,Gartner Inc.,PP55B5R38BFB8O8HH686,BB+,2021-06-15
Standard & Poor's Ratings Services,PVH Corp.,123WALMHY1GZXG2YDL90,A-3,2021-06-14
