rating_agency_name,issuer_name,legal_entity_identifier,rating,rating_action_date
Standard & Poor's Ratings Services,Northern Trust Corp.,549300GLF98S992BC502,AAAm,2021-02-11
Standard & Poor's Ratings Services,"DRW Holdings, LLC",549300W696CUHX8SLK40,BB-,2021-02-09
Standard & Poor's Ratings Services,Credit Agricole Home Loan SFH,969500C9913Z7PKUGB44,NR,2021-02-09
Standard & Poor's Ratings Services,"PennyMac Financial Services, Inc.",549300W1D516HBDEU871,BB-,2021-02-08
Standard & Poor's Ratings Services,"AssetMark Financial Holdings, Inc.",5493001K4EDHT2T6W812,NR,2021-02-05
Standard & Poor's Ratings Services,Rocket Mortgage LLC,549300FGXN1K3HLB1R50,BB+,2021-02-04
Standard & Poor's Ratings Services,KKR Financial Holdings LLC,549300U5WMP5TYFNKW68,BBB,2021-02-04
Standard & Poor's Ratings Services,KKR Group Finance Co. VI LLC,549300TUJWGHJM3FSJ07,A,2021-02-03
Standard & Poor's Ratings Services,KKR Group Finance Co. V LLC,549300CDHTQI6RR8MR96,A,2021-02-03
Standard & Poor's Ratings Services,KKR & Co. Inc.,549300JOHU21WRN2Z451,BBB+,2021-02-03
Standard & Poor's Ratings Services,KKR Group Finance Co. IV LLC,549300SWV4NXQ6CDH368,A,2021-02-03
Standard & Poor's Ratings Services,Credit Suisse Investment Products (Asia Pacific) Ltd.,549300TIGM0JH7XO8L13,NR,2021-02-02
Standard & Poor's Ratings Services,London Stock Exchange Group PLC,213800QAUUUP6I445N30,A,2021-02-01
Standard & Poor's Ratings Services,First Heartland Jusan Bank JSC,254900MQ4VY8TAZNR845,B,2021-01-29
Standard & Poor's Ratings Services,Hudson River Trading LLC,549300SMOBUC8O5UOE10,BB-,2021-01-28
Standard & Poor's Ratings Services,"Sixth Street Specialty Lending, Inc.",549300TX61566GJWCN05,BBB-,2021-01-28
Standard & Poor's Ratings Services,Western Asset Management Company Ltd.,549300C5A561UXUICN46,AAAm,2021-01-28
Standard & Poor's Ratings Services,Legg Mason Partners Fund Advisor LLC,549300POFVK5JLWUL193,AAAm,2021-01-28
Standard & Poor's Ratings Services,Bracken MidCo1 PLC,213800AFGHKES7J58805,B+,2021-01-27
Standard & Poor's Ratings Services,Aozora Bank Ltd.,X0XUGKC9FD2CYUQNC010,BBB+,2021-01-27
Standard & Poor's Ratings Services,Societe Generale Effekten GmbH,529900W18LQJJN6SJ336,NR,2021-01-26
Standard & Poor's Ratings Services,"Banco Bilbao Vizcaya Argentaria, S.A.",K8MS7FD7N5Z2WQ51AZ71,NR,2021-01-25
Standard & Poor's Ratings Services,Aktia Bank PLC,743700GC62JLHFBUND16,A-,2021-01-22
Standard & Poor's Ratings Services,Deutsche Bank AG (Cayman Islands Branch),529900JZC6M4CW33OD89,NR,2021-01-22
Standard & Poor's Ratings Services,Nomura International Funding Pte. Ltd.,5493006YXUX4IZ8XXW98,BBB+,2021-01-22
Standard & Poor's Ratings Services,"Blucora, Inc.",5299001IO03J69IP6L77,BB,2021-01-20
Standard & Poor's Ratings Services,Landsbankinn hf.,549300TLZPT6JELDWM92,A-,2021-01-15
Standard & Poor's Ratings Services,CDP Financial Inc,549300OXMGVYFCBFV096,A-1(HIGH),2021-01-15
Standard & Poor's Ratings Services,"Virtus Investment Partners, Inc.",549300HWF93HB8BDM648,BB,2021-01-14
Standard & Poor's Ratings Services,"Capital Farm Credit, ACA",254900S6K5I3OISPS518,BB,2021-01-13
Standard & Poor's Ratings Services,La Poste,9695000YG7TR7PAP0L59,A,2021-01-12
Standard & Poor's Ratings Services,CBOM Finance PLC,635400Y22HQLUDCVZX38,BB-,2021-01-11
Standard & Poor's Ratings Services,Mizuho Finance (Cayman) Ltd.,549300WDERX5C3C5QU31,NR,2021-01-08
Standard & Poor's Ratings Services,Taiwan Business Bank,254900930YMK9AXL9O17,NR,2021-01-07
Standard & Poor's Ratings Services,State Bank of India (London Branch),213800LOV39TJH6YQY23,BBB-,2021-01-05
Standard & Poor's Ratings Services,Capital International Ltd.,549300935FF26B770L41,NR,2020-12-30
Standard & Poor's Ratings Services,China CITIC Bank Corporation Limited,300300C1030211000384,A-2,2020-12-29
Standard & Poor's Ratings Services,Intermediate Capital Group PLC,549300OGASR5WRKJ8R68,BBB-,2020-12-22
Standard & Poor's Ratings Services,Cajamar Caja Rural S.C.C.,635400CE9HHFB55PEY43,NRprelim,2020-12-21
Standard & Poor's Ratings Services,Joy Treasure Assets Holdings Inc.,2549002TXU15P8D3F498,BBB+,2020-12-21
Standard & Poor's Ratings Services,"Bank of China Limited, (Paris Branch)",254900DOHD6ZQSF7GZ43,A,2020-12-21
Standard & Poor's Ratings Services,China International Marine Containers (Hong Kong) Limited,875500C2ZQ5XKDM4S517,A-1,2020-12-21
Standard & Poor's Ratings Services,Bank of China (Luxembourg) S.A,529900LKIMB57HKF3545,A,2020-12-21
Standard & Poor's Ratings Services,CIMC Fortune Holdings Ltd.,254900ELRMC198ROYO41,A-1,2020-12-21
Standard & Poor's Ratings Services,Amipeace Limited,549300Z8IOSIIKWF5763,A,2020-12-21
Standard & Poor's Ratings Services,GFH Sukuk Company Ltd.,549300T933IMJHJ2GQ09,B-,2020-12-21
Standard & Poor's Ratings Services,Union Bank of Taiwan,549300FQN4T2J7VDAD82,NR,2020-12-20
Standard & Poor's Ratings Services,DBS Bank Ltd.,ATUEL7OJR5057F2PV266,NR,2020-12-20
Standard & Poor's Ratings Services,Sculptor Capital LP,HL5S0Q35D58KLZHEX572,NR,2020-12-18
Standard & Poor's Ratings Services,Provident Funding Associates L.P.,54930043BMDE130FJ617,B-,2020-12-18
Standard & Poor's Ratings Services,Sumitomo Mitsui Banking Corp.,5U0XI89JRFVHWIBS4F54,NR,2020-12-17
Standard & Poor's Ratings Services,Union Bank of India,5493000P4HD6132SQ711,BB+,2020-12-17
Standard & Poor's Ratings Services,Nottingham,549300WSNC1UD33Z2P26,NR,2020-12-16
Standard & Poor's Ratings Services,Deutsche Pfandbriefbank AG,DZZ47B9A52ZJ6LT6VV95,A-,2020-12-15
Standard & Poor's Ratings Services,Shriram Transport Finance Company Limited,335800TM2YO24B76XL26,BB-,2020-12-15
Standard & Poor's Ratings Services,Banco Hipotecario S.A.,579100KKDKKHFCBKB005,NR,2020-12-11
Standard & Poor's Ratings Services,Grenke Finance PLC,635400ILKD2MBMANBG03,BBB+,2020-12-10
Standard & Poor's Ratings Services,Grenke AG,529900BHRYZ464GFD289,BB-,2020-12-10
Standard & Poor's Ratings Services,Ohio State Treasurer,549300P83A4B4UIS4N50,AAAm,2020-12-08
Standard & Poor's Ratings Services,Cboe Global Markets,529900RLNSGA90UPEH54,A-,2020-12-08
Standard & Poor's Ratings Services,"Vida Capital, Inc.",2549001PDYPC4244EX25,B,2020-12-07
Standard & Poor's Ratings Services,Amigo Luxembourg S.A.,213800G5XY49ONQFBT32,CCC+,2020-12-04
Standard & Poor's Ratings Services,State of Maryland Treasurer,254900LKG0L6JSDSSS16,AAAm,2020-12-02
Standard & Poor's Ratings Services,Dongxing Voyage Company Limited,254900LE25G16TQU4618,BBB,2020-12-01
Standard & Poor's Ratings Services,Huatai International Finance Ltd.,213800CJCYONXMCLT187,BBB,2020-11-29
Standard & Poor's Ratings Services,Pioneer Reward Limited,213800S7P8CY8UE2TH93,BBB,2020-11-29
Standard & Poor's Ratings Services,Mizuho Financial Group (Cayman) 2 Ltd.,5493005X5HKEZQSVVC05,A-,2020-11-27
Standard & Poor's Ratings Services,Mizuho Bank Ltd.,RB0PEZSDGCO3JS6CEU02,A,2020-11-27
Standard & Poor's Ratings Services,Mizuho Financial Group (Cayman) 3 Ltd.,549300AM6U7J7ZZI1G88,BBB+,2020-11-27
Standard & Poor's Ratings Services,Oma Savings Bank PLC,743700LE1ECAPXC5UT18,AAA,2020-11-27
Standard & Poor's Ratings Services,Mizuho Bank Ltd. (Paris Branch),5493007HSF4UV3DI5W54,A-1,2020-11-27
Standard & Poor's Ratings Services,"Shinhan Card Co., Ltd.",988400VPS0FMK2WR8F98,A-,2020-11-27
Standard & Poor's Ratings Services,"Shinhan Financial Group Co., Ltd.",988400EB8A6G49E5KO54,A-1,2020-11-26
Standard & Poor's Ratings Services,Texas Treasury Safekeeping Trust Company,549300VWN2NLTDMK1D29,AAAm,2020-11-26
Standard & Poor's Ratings Services,Commonwealth of Virginia Department of the Treasury,254900NTYEJ0ZI2HRI51,AAAm,2020-11-26
Standard & Poor's Ratings Services,"Sam Asset Management, S.A. De C.V., Sociedad Operadora De Fondos De Inversion",4469000001BKEMYCNE09,NR,2020-11-25
Standard & Poor's Ratings Services,Pacific Investment Management Co. LLC,549300KGPYQZXGMYYN38,AAAm,2020-11-25
Standard & Poor's Ratings Services,Banco Nacional de Panama,529900H2Q7WMDKKIW109,BBB,2020-11-25
Standard & Poor's Ratings Services,Arion Bank,RIL4VBPDB0M7Z3KXSF19,BBB,2020-11-25
Standard & Poor's Ratings Services,State Board of Administration of Florida,MVSF5N1N7K0NUHWL0X34,AAAm,2020-11-25
Standard & Poor's Ratings Services,JIC Zhixin Limited,635400KSR4PKISBWRJ22,NR,2020-11-25
Standard & Poor's Ratings Services,Bausparkasse Wuestenrot AG,529900V2939FDC9YKQ07,AAA,2020-11-23
Standard & Poor's Ratings Services,Clearstream Banking AG,549300298FD7AS4PPU70,AA,2020-11-23
Standard & Poor's Ratings Services,China Development Bank Financial Leasing Co. Ltd.,3003001Y2JXAVQAIZ618,BBB+,2020-11-23
Standard & Poor's Ratings Services,Six Finance (Luxembourg) S.A.,529900VBB5T4TR8NJ082,A,2020-11-23
Standard & Poor's Ratings Services,Long Beach,549300XH3OUOL3JO1O51,AA+f,2020-11-19
Standard & Poor's Ratings Services,Insight Investment Management (Global) Ltd.,213800NR44FZFC9RPO56,AA+f,2020-11-18
Standard & Poor's Ratings Services,Islandsbanki hf,549300PZMFIQR79Q0T97,BBB,2020-11-17
Standard & Poor's Ratings Services,Brookfield Finance I (UK) PLC,213800JCKNPJE9FDCJ76,BBB,2020-11-17
Standard & Poor's Ratings Services,Basellandschaftliche Kantonalbank,529900TPRILCY8WVKI23,AA,2020-11-17
Standard & Poor's Ratings Services,ELO,969500ASEC557H5A4F22,BBB-,2020-11-16
Standard & Poor's Ratings Services,Legal & General Investment Management Ltd.,2138005NNERSR7ODIC73,AAAm,2020-11-11
Standard & Poor's Ratings Services,Garfunkelux Holdco 2 S.A.,222100HN883U66WVLM53,NR,2020-11-11
Standard & Poor's Ratings Services,HSBC Investment Funds (Luxembourg) S.A.,213800KNC1J1NJ1IYR95,AAAm,2020-11-11
Standard & Poor's Ratings Services,State Street Global Advisors Ltd.,8KEPZEVXKHU6G2R0SD14,AAf,2020-11-10
Standard & Poor's Ratings Services,St. James's Place Unit Trust Group Ltd.,5493000HHTSNKGSUQO52,AAAm,2020-11-10
Standard & Poor's Ratings Services,UniCredit SpA,549300TRUWO2CD2G5692,NR,2020-11-10
Standard & Poor's Ratings Services,TortoiseEcofin Borrower LLC,549300PV9MD7N6USCM41,CCC,2020-11-02
Standard & Poor's Ratings Services,Banco de Credito del Peru,549300EQYQ8SCQZ4BY14,NR,2020-11-01
Standard & Poor's Ratings Services,MedioCredito Centrale SpA,81560064085A02B2B297,BBB-,2020-10-29
Standard & Poor's Ratings Services,FinecoBank S.p.A.,549300L7YCATGO57ZE10,BB-,2020-10-29
Standard & Poor's Ratings Services,Candriam,549300TQI22CE2XFBT06,AAAm,2020-10-29
Standard & Poor's Ratings Services,Credit Suisse Asset Management (Schweiz) AG,529900QDWOQDW46HBC70,AAAf,2020-10-29
Standard & Poor's Ratings Services,HSBC SFH (France),969500HCJLWDO4YCYT40,NR,2020-10-29
Standard & Poor's Ratings Services,Bank of China (Hong Kong) Ltd.,KNPC1X7GHDZW8U2ZSF89,A-,2020-10-29
Standard & Poor's Ratings Services,Jefferies Group LLC,NY9Q8VBNB6D1L6YV0J84,BBB,2020-10-29
Standard & Poor's Ratings Services,Manappuram Finance Limited,335800JL5WTUSKOSPN77,B+,2020-10-27
Standard & Poor's Ratings Services,Muthoot Finance Ltd,335800HAMJMBFL4RRF02,BB,2020-10-27
Standard & Poor's Ratings Services,Cabot Financial (Luxembourg) S.A.,2221003LZ2TH3GI7JG79,NR,2020-10-26
Standard & Poor's Ratings Services,Cabot Financial (Luxembourg) II S.A.,222100HFIGXFXSXUFI06,NR,2020-10-26
Standard & Poor's Ratings Services,Citadel Securities LP,549300NV5RXBUS3X7L47,BBB-,2020-10-22
Standard & Poor's Ratings Services,Taishin International Bank Co. Ltd.,549300ZFPYDS135LU078,twA,2020-10-22
Standard & Poor's Ratings Services,"Resolute Investment Managers, Inc.",5493000DRVCSZDWGPC49,B+,2020-10-22
Standard & Poor's Ratings Services,Sumitomo Mitsui Financial Group Inc.,35380028MYWPB6AUO129,A-,2020-10-21
Standard & Poor's Ratings Services,"First Citizens BancShares, Inc.",549300N3Z00ZHE2XC526,B+,2020-10-20
Standard & Poor's Ratings Services,Bank Cler AG,5493004H5I9OSHJVW663,BB+,2020-10-20
Standard & Poor's Ratings Services,CIT Bank  N.A.,FVPV0TNOIM6NUIE59530,BBB-,2020-10-20
Standard & Poor's Ratings Services,First-Citizens Bank & Trust Co.,L9VVX1KT5TFTKS0MLF66,BB+,2020-10-20
Standard & Poor's Ratings Services,Nationstar Mortgage LLC,549300LBCBNR1OT00651,NR,2020-10-20
Standard & Poor's Ratings Services,Bangkok Bank Public Co. Ltd.,549300CCL2BKJGMYXV60,NR,2020-10-19
Standard & Poor's Ratings Services,Agricultural Development Bank of China,300300C1020311000158,A+,2020-10-18
Standard & Poor's Ratings Services,Corp Group Banking S.A.,549300K467TWX1229818,D,2020-10-16
Standard & Poor's Ratings Services,Korea Development Bank (London Branch),213800UVBWYXM97HSY04,AA,2020-10-14
Standard & Poor's Ratings Services,State Bank of India (Tokyo Branch),25490005BA7X2KHQY552,NR,2020-10-14
Standard & Poor's Ratings Services,Invesco Investment Management Ltd,549300FEA3DT84FOZ304,AAAm,2020-10-07
Standard & Poor's Ratings Services,E*TRADE Financial Corp.,549300HSFCJPEKM3OC11,NR,2020-10-06
Standard & Poor's Ratings Services,Credit Suisse Group Finance (U.S.) Inc.,8TEJM79WW0QKCC0R4P04,NR,2020-10-06
Standard & Poor's Ratings Services,Totalkredit A/S,5493001HO6SLV413ZC45,NR,2020-10-01
Standard & Poor's Ratings Services,Fidelity Management & Research Co.,5493001Z012YSB2A0K51,AAAm,2020-09-29
Standard & Poor's Ratings Services,CSSC Capital 2015 Limited,549300K934XNVEY4JJ41,A-,2020-09-29
Standard & Poor's Ratings Services,Nomura Holdings Inc.,549300B3CEAHYG7K8164,NR,2020-09-25
Standard & Poor's Ratings Services,"SSGA Funds Management, Inc.",FT3UGI3NU6B7EELQF380,AAAm,2020-09-24
Standard & Poor's Ratings Services,China Great Wall International Holdings III Ltd.,254900Z04YK19SP3M967,BBB+,2020-09-23
Standard & Poor's Ratings Services,China Great Wall International Holdings IV Limited,2549001TKORUCHQP7S80,BBB+,2020-09-23
Standard & Poor's Ratings Services,China Construction Bank Corporation (Singapore Branch),549300783I27FCDFB052,NR,2020-09-22
Standard & Poor's Ratings Services,Oxford Finance LLC,549300LDNS0EYYWL5V49,B,2020-09-22
Standard & Poor's Ratings Services,Agribank FCB,I0JS1G88CFNZT8P31C22,BBB+,2020-09-18
Standard & Poor's Ratings Services,Stepstone Group LP,5493007ACNHXP1QZLI35,NR,2020-09-18
Standard & Poor's Ratings Services,Ibercaja Banco S.A.,549300OLBL49CW8CT155,NR,2020-09-18
Standard & Poor's Ratings Services,Cathay Securities Investment Trust Co. Ltd.,5493009O0G5TGPI5VZ81,twAAf,2020-09-17
Standard & Poor's Ratings Services,Avi Funding Co. Ltd.,549300NT8YUG1K5KO238,NR,2020-09-17
Standard & Poor's Ratings Services,AllianceBernstein L.P.,0JK55UGWSWNF3X7KLQ85,A-1,2020-09-17
Standard & Poor's Ratings Services,NN Investment Partners B.V.,54930031LV6Z8OHO6762,AAAf,2020-09-17
Standard & Poor's Ratings Services,"BOKF, N.A.",FU7RSW4CQQY98A2O7J66,AAAm,2020-09-17
Standard & Poor's Ratings Services,Hyundai Capital America,549300RIPPWJB5Z0FK07,BBB+,2020-09-14
Standard & Poor's Ratings Services,Ashmore Investment Management Ltd.,549300C43L0TF7UALB02,AAAm,2020-09-14
Standard & Poor's Ratings Services,Hyundai Capital Services Inc.,549300MALMDAGL2ZJJ27,BBB+,2020-09-14
Standard & Poor's Ratings Services,AMP Bank Ltd.,54930000180UOFFDPN22,BBB,2020-09-07
Standard & Poor's Ratings Services,AMP Group Finance Services Ltd.,549300COH6VDCXC1ID08,BBB-,2020-09-07
Standard & Poor's Ratings Services,Corporacion Financiera de Desarrollo S.A.,254900BOM7T4MG6T0J30,BBB,2020-09-03
Standard & Poor's Ratings Services,"Sofom Inbursa, S.A. de C.V., SOFOM, ER, Grupo Financiero Inbursa",959800KMU3PFZXT50W29,mxA-1+,2020-09-02
Standard & Poor's Ratings Services,Aberdeen Standard Investments Luxembourg S.A.,213800K3MRPGMKRTEB15,AAAm,2020-08-25
Standard & Poor's Ratings Services,Krung Thai Bank Public Co. Ltd.,54930007ZQMYCRFQGE36,BBB,2020-08-24
Standard & Poor's Ratings Services,KASIKORNBANK PCL.,5493004COSQ54937AW41,BBB+,2020-08-24
Standard & Poor's Ratings Services,"Greenhill & Co., Inc.",529900VEOQHHHSPI9C69,BB,2020-08-24
Standard & Poor's Ratings Services,Siam Commercial Bank Public Co. Ltd.,54930068OELHUBHH1U03,A-2,2020-08-24
Standard & Poor's Ratings Services,Azure Orbit II International Finance Limited,5493006HQ05M3NBMN837,NR,2020-08-23
Standard & Poor's Ratings Services,Bank SinoPac,549300MTLEDCCBA8DW32,twA,2020-08-19
Standard & Poor's Ratings Services,Fiera Capital Corporation,549300KJAKQN5OEO4N05,AAAm,2020-08-19
Standard & Poor's Ratings Services,E-L Financial Corporation Limited,5493008YS2NMV2UCI287,P-2(High),2020-08-13
Standard & Poor's Ratings Services,FCE Bank PLC,TU5V87TL5Q0UV1EW4H93,BBB-,2020-08-13
Standard & Poor's Ratings Services,"GM Financial de Mexico S.A. de C.V., SOFOM, E.R.",549300N1NSDJIT58V188,mxAAA,2020-08-12
Standard & Poor's Ratings Services,Ford Motor Credit Co. LLC,UDSQCVRUX5BONN0VY111,BB+,2020-08-11
Standard & Poor's Ratings Services,General Motors Financial Co. Inc.,5493008B6JBRUJ90QL97,BBB,2020-08-11
Standard & Poor's Ratings Services,Ford Credit Canada Co.,3CNM1G6LDJ69XBGW1M19,BB+,2020-08-11
Standard & Poor's Ratings Services,"General Motors Financial of Canada, Ltd.",5493001CSMJPUBB7NS44,BBB,2020-08-11
Standard & Poor's Ratings Services,BNP Paribas Asset Management Luxembourg,B25DM5T7808MMC5QRG60,NR,2020-08-10
Standard & Poor's Ratings Services,Daiwa Securities Co. Ltd.,549300D405BPQ5DDVJ61,A-,2020-08-06
Standard & Poor's Ratings Services,Daiwa Securities Group Inc.,353800WRC7Y23PWFJG38,BBB+,2020-08-06
Standard & Poor's Ratings Services,Intesa Sanpaolo SpA,2W8N8UU78PMDQKZENC08,BBB-,2020-08-04
Standard & Poor's Ratings Services,"Japan Post Bank Co., Ltd.",5493006JVO6N2HC2XZ76,A-1,2020-08-04
Standard & Poor's Ratings Services,"Butterfield Asset Management, Ltd",213800T833FUBEJASJ95,AAAm,2020-07-31
Standard & Poor's Ratings Services,Legg Mason Inc.,OWUNCC6U1ZJXMZKFBJ36,A,2020-07-31
Standard & Poor's Ratings Services,Haitong International Finance Holdings 2015 Ltd.,549300PDUNVXUNJ7HC63,BBB,2020-07-31
Standard & Poor's Ratings Services,Haitong Securities Co. Ltd.,300300E1003931000068,BBB,2020-07-31
Standard & Poor's Ratings Services,Haitong International Finance 2015 Ltd.,254900P7WASEBQ1Z4764,NR,2020-07-30
Standard & Poor's Ratings Services,Chiba Bank Ltd.,FGJPAKKCTZVSKZXNBS63,NR,2020-07-30
Standard & Poor's Ratings Services,Migros Bank,5493006R1UFP04UR9N08,A-,2020-07-28
Standard & Poor's Ratings Services,Intrum AB (publ),549300UNCO2FCUWXX470,BB,2020-07-24
Standard & Poor's Ratings Services,"Jane Street Group, LLC",5493002N1IVX6KHGYO08,BB-,2020-07-24
Standard & Poor's Ratings Services,Fubon Asset Management Corporation Limited,254900NU7W9QV3UUXF76,twAAf,2020-07-23
Standard & Poor's Ratings Services,PHH Mortgage Corp,PAOOWF3GUFM46FBSP561,B-,2020-07-23
Standard & Poor's Ratings Services,The Trust Company (RE Services) Ltd,5493004R13DC7Y23B515,AAAm,2020-07-22
Standard & Poor's Ratings Services,Blackrock Investment Management (Australia) Limited,549300ZSSQNQS45HST19,AAAm,2020-07-22
Standard & Poor's Ratings Services,Brookfield Asset Management Inc.,C6J3FGIWG6MBDGTE8F80,A-1,2020-07-20
Standard & Poor's Ratings Services,Bank Leumi le-Israel B.M.,7JDSZWRGUQY2DSTWCR57,BBB,2020-07-20
Standard & Poor's Ratings Services,Brookfield Finance LLC,549300E643C5WZF8BL44,A-,2020-07-20
Standard & Poor's Ratings Services,Brookfield Japan Holdings Inc,5493006WQVE8P65T6540,A-,2020-07-20
Standard & Poor's Ratings Services,Fondo MIVIVIENDA S.A.,549300X41PNOK11PZ670,BBB+,2020-07-16
Standard & Poor's Ratings Services,Banco Internacional del Peru S.A.A - Interbank,5493001TRCGXJLRLHN14,BBB,2020-07-16
Standard & Poor's Ratings Services,Credicorp Ltd.,529900UYAEYQCQ2BKB17,BBB,2020-07-16
Standard & Poor's Ratings Services,Mulhacen Pte. Ltd.,549300LN5KFKPPLPJ238,CCC+,2020-07-14
Standard & Poor's Ratings Services,Mastercard Incorporated,AR5L2ODV9HN37376R084,A-1,2020-07-08
Standard & Poor's Ratings Services,Aviva Investors Luxembourg S.A.,549300V8JA4BMYPQUJ49,AAAm,2020-07-08
Standard & Poor's Ratings Services,"NR Finance Mexico, S.A. de C.V.",4469000001BOLZ266P67,mxAA+,2020-07-08
Standard & Poor's Ratings Services,Visa Inc.,549300JZ4OKEHW3DPJ59,A-1+,2020-07-08
Standard & Poor's Ratings Services,Allianz Global Investors Taiwan Ltd.,549300OP8ESLON2JNP22,NR,2020-07-02
Standard & Poor's Ratings Services,Bank of N.T. Butterfield & Son Limited,549300V8RVM0EMTDPF28,NR,2020-07-01
Standard & Poor's Ratings Services,HT1 Funding GmbH,391200SSDOCDRX45EJ35,NR,2020-06-30
Standard & Poor's Ratings Services,"BlackRock Mexico, S.A. de C.V., Asesor en Inversiones Independiente",549300N4NXEVLLXOA638,NR,2020-06-30
Standard & Poor's Ratings Services,Caisse Federale du Credit Mutuel Antilles-Guyane,969500B925SQR14ZI382,NR,2020-06-26
Standard & Poor's Ratings Services,State Bank of India,5493001JZ37UBBZF6L49,BBB-,2020-06-26
Standard & Poor's Ratings Services,Axis Bank Ltd.,549300HVNWMJPOFVNI41,BB+,2020-06-26
Standard & Poor's Ratings Services,Western Alliance Bank,SI7YQSVPFZBSQ878IC17,NR,2020-06-26
Standard & Poor's Ratings Services,Bank of India,21380058KMSRJIL8C294,BB+,2020-06-26
Standard & Poor's Ratings Services,GPAT Compania Financiera S.A.U.,579100IKDIFCGCGHE094,raA-3,2020-06-24
Standard & Poor's Ratings Services,"Unifin Financiera, S.A.B. de C.V.",5493007GRMPGDJG93Z17,BB-,2020-06-23
Standard & Poor's Ratings Services,ForteBank JSC,529900TH5WJ6KE8N8Z35,kzBB+,2020-06-19
Standard & Poor's Ratings Services,Belfius Bank SA/NV,A5GWLFH3KM7YV2SFQL84,AAA,2020-06-16
Standard & Poor's Ratings Services,"Operadora de Servicios Mega, S.A. de C.V. SOFOM, E.R.",4469000001BP4DCM0P31,BB-,2020-06-15
Standard & Poor's Ratings Services,"Banco Base, S.A., Institucion de Banca Multiple, Grupo Financiero Base",549300X18Z5X1NCMDE76,mxA-,2020-06-11
Standard & Poor's Ratings Services,Ares Finance Co. II LLC,54930012GWL4VKKENG46,BBB+,2020-06-11
Standard & Poor's Ratings Services,Ares Management Corporation,529900JUV61FH7B8VW38,BBB-,2020-06-11
Standard & Poor's Ratings Services,KGI Securities Co. Ltd.,549300WMLEZE5UTKVI49,NR,2020-06-09
Standard & Poor's Ratings Services,Loancore Capital Markets LLC,549300FH7FGQ0N5KA744,NR,2020-06-02
Standard & Poor's Ratings Services,"Mitsubishi UFJ Financial Group, Inc.",353800V2V8PUY9TK3E06,A-,2020-06-02
Standard & Poor's Ratings Services,AnaCap Financial Europe S.A.,2221001M75L4SO9QJ626,B,2020-05-28
Standard & Poor's Ratings Services,Sparbanken Skane,549300KCCGWP3U2ILQ60,AAA,2020-05-28
Standard & Poor's Ratings Services,Hanwha Galleria Co. Ltd.,988400453W62BF450K25,NR,2020-05-27
Standard & Poor's Ratings Services,Multibank Inc. y Subsidiarias,549300QXX3SGZZ4OEU72,BB+,2020-05-26
Standard & Poor's Ratings Services,General Motors Financial International B.V.,5493005HV0RLOYVYJP09,NR,2020-05-19
Standard & Poor's Ratings Services,Jefferies Finance LLC,549300SKVB18YSSIDT75,BB-,2020-05-19
Standard & Poor's Ratings Services,The Hongkong and Shanghai Banking Corp. Ltd.,2HI3YI5320L3RW6NJ957,AA-,2020-05-18
Standard & Poor's Ratings Services,FirstRand Bank Ltd.,ZAYQDKTCATIXF9OQY690,NR,2020-05-18
Standard & Poor's Ratings Services,"Mexarrend, S.A.P.I. de C.V.",549300HM88E943FM9K17,B,2020-05-18
Standard & Poor's Ratings Services,"Banco Multiva, S.A. Institucion de Banca Multiple, Grupo Financiero Multiva",5493009N12FP681FLO96,NR,2020-05-15
Standard & Poor's Ratings Services,"Banco de Inversion Afirme S.A., Institucion de Banca Multiple, Afirme Grupo Financiero",4469000001BV19OYVQ77,mxBB,2020-05-14
Standard & Poor's Ratings Services,Mooney Group S.p..A,815600A354E81B97D398,BB-,2020-05-12
Standard & Poor's Ratings Services,Prospect Capital Corporation,549300FSD8T39P5Q0O47,BBB-,2020-05-07
Standard & Poor's Ratings Services,China Construction Bank (New Zealand) Limited,2549008XLHWW5H9K1389,NR,2020-05-04
Standard & Poor's Ratings Services,Azure Orbit International Finance Ltd.,549300VE3X6Z4J5Q7327,A-,2020-05-04
Standard & Poor's Ratings Services,Daegu Bank,9884007K3OQBSO71FR40,A-,2020-04-29
Standard & Poor's Ratings Services,MUFG Securities EMEA plc,U7M81AY481YLIOR75625,A-1,2020-04-27
Standard & Poor's Ratings Services,BlackRock TCP Capital Corp.,549300JU1XG1HF56J989,BB+,2020-04-24
Standard & Poor's Ratings Services,SMBC Capital Markets Inc.,TVJ8SHLIZL0RGWGDTN03,A-1,2020-04-24
Standard & Poor's Ratings Services,Sumitomo Mitsui Trust Bank Ltd. (New York Branch),254900S1KUTSTBKJ6286,A-1,2020-04-24
Standard & Poor's Ratings Services,Lincoln Financing SARL,222100831I4WRVCLV609,BB+,2020-04-23
Standard & Poor's Ratings Services,Western Union Company (The),28ID94QU1140NC23S047,A-2,2020-04-22
Standard & Poor's Ratings Services,FMR LLC,6X064LF7Y6B4DKF2GZ26,A+,2020-04-21
Standard & Poor's Ratings Services,Banistmo S.A.,549300E94AMW3HSSMU17,BB+,2020-04-21
Standard & Poor's Ratings Services,Neuberger Berman Group LLC,549300XIWEKOTC8HO652,BBB+,2020-04-15
Standard & Poor's Ratings Services,FS Energy and Power Fund,54930004XHN0QROEGZ58,B-,2020-04-14
Standard & Poor's Ratings Services,Nomura Global Finance Co. Ltd.,549300LD2LTOK5375T86,BBB+,2020-04-10
Standard & Poor's Ratings Services,HSBC Bank Capital Funding (Sterling 2) L.P.,213800JDN9ZIYOSXQA96,NR,2020-04-09
